"Id","OrderNumber","OrderDate","FirstName","City","Country","ProductName","UnitPrice","Quantity","Sale_Dollars","CompanyName"
"36","542413","2012-08-16 00:00:00","Carlos","Barquisimeto","Venezuela","Teatime Chocolate Biscuits","7.30","18","131.40","Specialty Biscuits, Ltd."
"36","542413","2012-08-16 00:00:00","Carlos","Barquisimeto","Venezuela","Camembert Pierrot","27.20","35","952.00","Gai pâturage"
"36","542413","2012-08-16 00:00:00","Carlos","Barquisimeto","Venezuela","Mozzarella di Giovanni","27.80","3","83.40","Formaggi Fortini s.r.l."
"37","542414","2012-08-19 00:00:00","Renate","Frankfurt a.M.","Germany","Schoggi Schokolade","35.10","15","526.50","Heli Süßwaren GmbH & Co. KG"
"37","542414","2012-08-19 00:00:00","Renate","Frankfurt a.M.","Germany","Gula Malacca","15.50","21","325.50","Leka Trading"
"37","542414","2012-08-19 00:00:00","Renate","Frankfurt a.M.","Germany","Camembert Pierrot","27.20","20","544.00","Gai pâturage"
"37","542414","2012-08-19 00:00:00","Renate","Frankfurt a.M.","Germany","Laughing Lumberjack Lager","11.20","5","56.00","Bigfoot Breweries"
"38","542415","2012-08-20 00:00:00","Horst","Cunewalde","Germany","Chai","14.40","45","648.00","Exotic Liquids"
"38","542415","2012-08-20 00:00:00","Horst","Cunewalde","Germany","Boston Crab Meat","14.70","40","588.00","New England Seafood Cannery"
"39","542416","2012-08-21 00:00:00","Horst","Cunewalde","Germany","Steeleye Stout","14.40","100","1440.00","Bigfoot Breweries"
"39","542416","2012-08-21 00:00:00","Horst","Cunewalde","Germany","Tarte au sucre","39.40","40","1576.00","Forêts d'érables"
"40","542417","2012-08-22 00:00:00","Janete","Rio de Janeiro","Brazil","Pavlova","13.90","40","556.00","Pavlova, Ltd."
"40","542417","2012-08-22 00:00:00","Janete","Rio de Janeiro","Brazil","Sasquatch Ale","11.20","20","224.00","Bigfoot Breweries"
"40","542417","2012-08-22 00:00:00","Janete","Rio de Janeiro","Brazil","Spegesild","9.60","15","144.00","Lyngbysild"
"41","542418","2012-08-23 00:00:00","Maurizio","Reggio Emilia","Italy","Tourtière","5.90","10","59.00","Ma Maison"
"41","542418","2012-08-23 00:00:00","Maurizio","Reggio Emilia","Italy","Scottish Longbreads","10.00","3","30.00","Specialty Biscuits, Ltd."
"42","542419","2012-08-26 00:00:00","Victoria","London","UK","Aniseed Syrup","8.00","30","240.00","Exotic Liquids"
"42","542419","2012-08-26 00:00:00","Victoria","London","UK","Wimmers gute Semmelknödel","26.60","9","239.40","Plutzer Lebensmittelgroßmärkte AG"
"43","542420","2012-08-27 00:00:00","Pedro","Sao Paulo","Brazil","Maxilaku","16.00","15","240.00","Karkki Oy"
"43","542420","2012-08-27 00:00:00","Pedro","Sao Paulo","Brazil","Original Frankfurter grüne Soße","10.40","10","104.00","Plutzer Lebensmittelgroßmärkte AG"
"44","542421","2012-08-27 00:00:00","Bernardo","Rio de Janeiro","Brazil","Konbu","4.80","20","96.00","Mayumi's"
"44","542421","2012-08-27 00:00:00","Bernardo","Rio de Janeiro","Brazil","Gula Malacca","15.50","24","372.00","Leka Trading"
"44","542421","2012-08-27 00:00:00","Bernardo","Rio de Janeiro","Brazil","Manjimup Dried Apples","42.40","2","84.80","G'day, Mate"
"45","542422","2012-08-28 00:00:00","Anabela","Sao Paulo","Brazil","Sir Rodney's Marmalade","64.80","20","1296.00","Specialty Biscuits, Ltd."
"46","542423","2012-08-29 00:00:00","Miguel","México D.F.","Mexico","Carnarvon Tigers","50.00","12","600.00","Pavlova, Ltd."
"46","542423","2012-08-29 00:00:00","Miguel","México D.F.","Mexico","Vegie-spread","35.10","5","175.50","Pavlova, Ltd."
"46","542423","2012-08-29 00:00:00","Miguel","México D.F.","Mexico","Rhönbräu Klosterbier","6.20","6","37.20","Plutzer Lebensmittelgroßmärkte AG"
"47","542424","2012-08-30 00:00:00","Paula","Albuquerque","USA","Chai","14.40","18","259.20","Exotic Liquids"
"47","542424","2012-08-30 00:00:00","Paula","Albuquerque","USA","Ipoh Coffee","36.80","15","552.00","Leka Trading"
"47","542424","2012-08-30 00:00:00","Paula","Albuquerque","USA","Camembert Pierrot","27.20","21","571.20","Gai pâturage"
"47","542424","2012-08-30 00:00:00","Paula","Albuquerque","USA","Rhönbräu Klosterbier","6.20","6","37.20","Plutzer Lebensmittelgroßmärkte AG"
"48","542425","2012-09-02 00:00:00","Paul","Reims","France","Gnocchi di nonna Alice","30.40","4","121.60","Pasta Buttini s.r.l."
"49","542426","2012-09-03 00:00:00","Carlos","Barquisimeto","Venezuela","Queso Cabrales","16.80","12","201.60","Cooperativa de Quesos 'Las Cabras'"
"49","542426","2012-09-03 00:00:00","Carlos","Barquisimeto","Venezuela","Pavlova","13.90","30","417.00","Pavlova, Ltd."
"49","542426","2012-09-03 00:00:00","Carlos","Barquisimeto","Venezuela","Gudbrandsdalsost","28.80","15","432.00","Norske Meierier"
"50","542427","2012-09-04 00:00:00","Frédérique","Strasbourg","France","Chartreuse verte","14.40","60","864.00","Aux joyeux ecclésiastiques"
"50","542427","2012-09-04 00:00:00","Frédérique","Strasbourg","France","Mozzarella di Giovanni","27.80","20","556.00","Formaggi Fortini s.r.l."
"51","542428","2012-09-05 00:00:00","Patricia","Cork","Ireland","Chang","15.20","40","608.00","Exotic Liquids"
"51","542428","2012-09-05 00:00:00","Patricia","Cork","Ireland","Inlagd Sill","15.20","40","608.00","Svensk Sjöföda AB"
"51","542428","2012-09-05 00:00:00","Patricia","Cork","Ireland","Raclette Courdavault","44.00","30","1320.00","Gai pâturage"
"51","542428","2012-09-05 00:00:00","Patricia","Cork","Ireland","Tarte au sucre","39.40","15","591.00","Forêts d'érables"
"52","542429","2012-09-06 00:00:00","Janete","Rio de Janeiro","Brazil","Teatime Chocolate Biscuits","7.30","15","109.50","Specialty Biscuits, Ltd."
"52","542429","2012-09-06 00:00:00","Janete","Rio de Janeiro","Brazil","Outback Lager","12.00","20","240.00","Pavlova, Ltd."
"53","542430","2012-09-09 00:00:00","Giovanni","Bergamo","Italy","Louisiana Hot Spiced Okra","13.60","30","408.00","New Orleans Ca6/Delights"
"53","542430","2012-09-09 00:00:00","Giovanni","Bergamo","Italy","Scottish Longbreads","10.00","20","200.00","Specialty Biscuits, Ltd."
"54","542431","2012-09-09 00:00:00","Rita","Stuttgart","Germany","Boston Crab Meat","14.70","10","147.00","New England Seafood Cannery"
"54","542431","2012-09-09 00:00:00","Rita","Stuttgart","Germany","Gnocchi di nonna Alice","30.40","20","608.00","Pasta Buttini s.r.l."
"55","542432","2012-09-10 00:00:00","Pascale","Charleroi","Belgium","Ipoh Coffee","36.80","12","441.60","Leka Trading"
"56","542433","2012-09-11 00:00:00","José","Sevilla","Spain","Boston Crab Meat","14.70","40","588.00","New England Seafood Cannery"
"56","542433","2012-09-11 00:00:00","José","Sevilla","Spain","Louisiana Fiery Hot Pepper Sauce","16.80","30","504.00","New Orleans Ca6/Delights"
"56","542433","2012-09-11 00:00:00","José","Sevilla","Spain","Scottish Longbreads","10.00","15","150.00","Specialty Biscuits, Ltd."
"57","542434","2012-09-12 00:00:00","Miguel","México D.F.","Mexico","Maxilaku","16.00","30","480.00","Karkki Oy"
"57","542434","2012-09-12 00:00:00","Miguel","México D.F.","Mexico","Raclette Courdavault","44.00","10","440.00","Gai pâturage"
"57","542434","2012-09-12 00:00:00","Miguel","México D.F.","Mexico","Flotemysost","17.20","2","34.40","Norske Meierier"
"58","542435","2012-09-13 00:00:00","Rene","Anchorage","USA","Carnarvon Tigers","50.00","25","1250.00","Pavlova, Ltd."
"58","542435","2012-09-13 00:00:00","Rene","Anchorage","USA","Chartreuse verte","14.40","30","432.00","Aux joyeux ecclésiastiques"
"59","542436","2012-09-16 00:00:00","Alejandra","Madrid","Spain","Nord-Ost Matjeshering","20.70","10","207.00","Nord-Ost-Fisch Handelsgesellschaft mbH"
"59","542436","2012-09-16 00:00:00","Alejandra","Madrid","Spain","Tourtière","5.90","5","29.50","Ma Maison"
"60","542437","2012-09-17 00:00:00","Fran","Portland","USA","Tarte au sucre","39.40","10","394.00","Forêts d'érables"
"60","542437","2012-09-17 00:00:00","Fran","Portland","USA","Scottish Longbreads","10.00","3","30.00","Specialty Biscuits, Ltd."
"61","542438","2012-09-18 00:00:00","Ana","México D.F.","Mexico","Gudbrandsdalsost","28.80","1","28.80","Norske Meierier"
"61","542438","2012-09-18 00:00:00","Ana","México D.F.","Mexico","Outback Lager","12.00","5","60.00","Pavlova, Ltd."
"62","542439","2012-09-19 00:00:00","Patricia","Cork","Ireland","Chef Anton's Ca6/Seasoning","17.60","20","352.00","New Orleans Ca6/Delights"
"62","542439","2012-09-19 00:00:00","Patricia","Cork","Ireland","Grandma's Boysenberry Spread","20.00","30","600.00","Grandma Kelly's Homestead"
"62","542439","2012-09-19 00:00:00","Patricia","Cork","Ireland","Ipoh Coffee","36.80","20","736.00","Leka Trading"
"62","542439","2012-09-19 00:00:00","Patricia","Cork","Ireland","Flotemysost","17.20","3","51.60","Norske Meierier"
"63","542440","2012-09-20 00:00:00","Liz","Portland","USA","Pavlova","13.90","10","139.00","Pavlova, Ltd."
"63","542440","2012-09-20 00:00:00","Liz","Portland","USA","Tarte au sucre","39.40","5","197.00","Forêts d'érables"
"64","542441","2012-09-20 00:00:00","Janine","Nantes","France","Gudbrandsdalsost","28.80","7","201.60","Norske Meierier"
"65","542442","2012-09-23 00:00:00","Rita","Stuttgart","Germany","Ipoh Coffee","36.80","24","883.20","Leka Trading"
"65","542442","2012-09-23 00:00:00","Rita","Stuttgart","Germany","Rhönbräu Klosterbier","6.20","10","62.00","Plutzer Lebensmittelgroßmärkte AG"
"66","542443","2012-09-24 00:00:00","Horst","Cunewalde","Germany","Inlagd Sill","15.20","12","182.40","Svensk Sjöföda AB"
"67","542444","2012-09-25 00:00:00","Paula","Albuquerque","USA","Mascarpone Fabioli","25.60","40","1024.00","Formaggi Fortini s.r.l."
"67","542444","2012-09-25 00:00:00","Paula","Albuquerque","USA","Escargots de Bourgogne","10.60","30","318.00","Escargots Nouveaux"
"67","542444","2012-09-25 00:00:00","Paula","Albuquerque","USA","Tarte au sucre","39.40","25","985.00","Forêts d'érables"
"68","542445","2012-09-26 00:00:00","Helen","Cowes","UK","Sasquatch Ale","11.20","14","156.80","Bigfoot Breweries"
"68","542445","2012-09-26 00:00:00","Helen","Cowes","UK","Outback Lager","12.00","30","360.00","Pavlova, Ltd."
"69","542446","2012-09-27 00:00:00","Paula","Albuquerque","USA","Jack's New England Clam Chowder","7.70","10","77.00","New England Seafood Cannery"
"69","542446","2012-09-27 00:00:00","Paula","Albuquerque","USA","Tarte au sucre","39.40","70","2758.00","Forêts d'érables"
"70","542447","2012-09-30 00:00:00","Fran","Portland","USA","Chai","14.40","20","288.00","Exotic Liquids"
"71","542448","2012-10-01 00:00:00","Helen","Cowes","UK","Jack's New England Clam Chowder","7.70","20","154.00","New England Seafood Cannery"
"71","542448","2012-10-01 00:00:00","Helen","Cowes","UK","Lakkalikööri","14.40","6","86.40","Karkki Oy"
"72","542449","2012-10-02 00:00:00","Miguel","México D.F.","Mexico","Lakkalikööri","14.40","30","432.00","Karkki Oy"
"73","542450","2012-10-03 00:00:00","Pirkko","Oulu","Finland","Flotemysost","17.20","30","516.00","Norske Meierier"
"74","542451","2012-10-03 00:00:00","Helen","Cowes","UK","Steeleye Stout","14.40","10","144.00","Bigfoot Breweries"
"75","542452","2012-10-04 00:00:00","Guillermo","México D.F.","Mexico","Filo Mix","5.60","20","112.00","G'day, Mate"
"76","542453","2012-10-07 00:00:00","Philip","Brandenburg","Germany","Genen Shouyu","12.40","5","62.00","Mayumi's"
"76","542453","2012-10-07 00:00:00","Philip","Brandenburg","Germany","NuNuCa Nuß-Nougat-Creme","11.20","4","44.80","Heli Süßwaren GmbH & Co. KG"
"76","542453","2012-10-07 00:00:00","Philip","Brandenburg","Germany","Chartreuse verte","14.40","4","57.60","Aux joyeux ecclésiastiques"
"77","542454","2012-10-08 00:00:00","Jose","Boise","USA","Pavlova","13.90","21","291.90","Pavlova, Ltd."
"77","542454","2012-10-08 00:00:00","Jose","Boise","USA","Steeleye Stout","14.40","70","1008.00","Bigfoot Breweries"
"77","542454","2012-10-08 00:00:00","Jose","Boise","USA","Spegesild","9.60","30","288.00","Lyngbysild"
"77","542454","2012-10-08 00:00:00","Jose","Boise","USA","Raclette Courdavault","44.00","40","1760.00","Gai pâturage"
"77","542454","2012-10-08 00:00:00","Jose","Boise","USA","Vegie-spread","35.10","80","2808.00","Pavlova, Ltd."
"78","542455","2012-10-09 00:00:00","Philip","Brandenburg","Germany","Grandma's Boysenberry Spread","20.00","6","120.00","Grandma Kelly's Homestead"
"78","542455","2012-10-09 00:00:00","Philip","Brandenburg","Germany","Konbu","4.80","12","57.60","Mayumi's"
"78","542455","2012-10-09 00:00:00","Philip","Brandenburg","Germany","Tofu","18.60","9","167.40","Mayumi's"
"78","542455","2012-10-09 00:00:00","Philip","Brandenburg","Germany","Gorgonzola Telino","10.00","4","40.00","Formaggi Fortini s.r.l."
"78","542455","2012-10-09 00:00:00","Philip","Brandenburg","Germany","Mozzarella di Giovanni","27.80","40","1112.00","Formaggi Fortini s.r.l."
"79","542456","2012-10-10 00:00:00","Martín","Madrid","Spain","Chef Anton's Ca6/Seasoning","17.60","24","422.40","New Orleans Ca6/Delights"
"79","542456","2012-10-10 00:00:00","Martín","Madrid","Spain","Ravioli Angelo","15.60","16","249.60","Pasta Buttini s.r.l."
"79","542456","2012-10-10 00:00:00","Martín","Madrid","Spain","Rhönbräu Klosterbier","6.20","50","310.00","Plutzer Lebensmittelgroßmärkte AG"
"80","542457","2012-10-11 00:00:00","Maria","Bräcke","Sweden","Chang","15.20","25","380.00","Exotic Liquids"
"80","542457","2012-10-11 00:00:00","Maria","Bräcke","Sweden","Queso Cabrales","16.80","50","840.00","Cooperativa de Quesos 'Las Cabras'"
"80","542457","2012-10-11 00:00:00","Maria","Bräcke","Sweden","Nord-Ost Matjeshering","20.70","35","724.50","Nord-Ost-Fisch Handelsgesellschaft mbH"
"80","542457","2012-10-11 00:00:00","Maria","Bräcke","Sweden","Escargots de Bourgogne","10.60","30","318.00","Escargots Nouveaux"
"81","542458","2012-10-14 00:00:00","Lino","Lisboa","Portugal","Raclette Courdavault","44.00","9","396.00","Gai pâturage"
"81","542458","2012-10-14 00:00:00","Lino","Lisboa","Portugal","Louisiana Fiery Hot Pepper Sauce","16.80","40","672.00","New Orleans Ca6/Delights"
"81","542458","2012-10-14 00:00:00","Lino","Lisboa","Portugal","Scottish Longbreads","10.00","10","100.00","Specialty Biscuits, Ltd."
"82","542459","2012-10-15 00:00:00","Art","Lander","USA","Teatime Chocolate Biscuits","7.30","10","73.00","Specialty Biscuits, Ltd."
"82","542459","2012-10-15 00:00:00","Art","Lander","USA","Nord-Ost Matjeshering","20.70","8","165.60","Nord-Ost-Fisch Handelsgesellschaft mbH"
"82","542459","2012-10-15 00:00:00","Art","Lander","USA","Côte de Blaye","210.80","20","4216.00","Aux joyeux ecclésiastiques"
"82","542459","2012-10-15 00:00:00","Art","Lander","USA","Gnocchi di nonna Alice","30.40","12","364.80","Pasta Buttini s.r.l."
"83","542460","2012-10-16 00:00:00","Carlos","Barquisimeto","Venezuela","Gumbär Gummibärchen","24.90","50","1245.00","Heli Süßwaren GmbH & Co. KG"
"83","542460","2012-10-16 00:00:00","Carlos","Barquisimeto","Venezuela","Mozzarella di Giovanni","27.80","25","695.00","Formaggi Fortini s.r.l."
"84","542461","2012-10-16 00:00:00","Laurence","Marseille","France","Tourtière","5.90","15","88.50","Ma Maison"
"85","542462","2012-10-17 00:00:00","Jean","Montréal","Canada","Carnarvon Tigers","50.00","40","2000.00","Pavlova, Ltd."
"85","542462","2012-10-17 00:00:00","Jean","Montréal","Canada","Zaanse koeken","7.60","16","121.60","Zaanse Snoepfabriek"
"86","542463","2012-10-18 00:00:00","Pirkko","Oulu","Finland","Tofu","18.60","10","186.00","Mayumi's"
"86","542463","2012-10-18 00:00:00","Pirkko","Oulu","Finland","Sir Rodney's Scones","8.00","10","80.00","Specialty Biscuits, Ltd."
"86","542463","2012-10-18 00:00:00","Pirkko","Oulu","Finland","Flotemysost","17.20","40","688.00","Norske Meierier"
"87","542464","2012-10-21 00:00:00","Mary","Lyon","France","Filo Mix","5.60","8","44.80","G'day, Mate"
"87","542464","2012-10-21 00:00:00","Mary","Lyon","France","Scottish Longbreads","10.00","10","100.00","Specialty Biscuits, Ltd."
"88","542465","2012-10-22 00:00:00","Patricia","Cork","Ireland","Chang","15.20","7","106.40","Exotic Liquids"
"88","542465","2012-10-22 00:00:00","Patricia","Cork","Ireland","Gorgonzola Telino","10.00","25","250.00","Formaggi Fortini s.r.l."
"88","542465","2012-10-22 00:00:00","Patricia","Cork","Ireland","Mascarpone Fabioli","25.60","6","153.60","Formaggi Fortini s.r.l."
"88","542465","2012-10-22 00:00:00","Patricia","Cork","Ireland","Manjimup Dried Apples","42.40","48","2035.20","G'day, Mate"
