customer_id,first_name,last_name,email,address_id,create_date,last_update
111,CARMEN,OWENS,CARMEN.OWENS@sakilacustomer.org,115,"2006-02-14 22:04:36","2006-02-15 04:57:20"
112,ROSA,REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,116,"2006-02-14 22:04:36","2006-02-15 04:57:20"
113,CINDY,FISHER,CINDY.FISHER@sakilacustomer.org,117,"2006-02-14 22:04:36","2006-02-15 04:57:20"
114,GRACE,ELLIS,GRACE.ELLIS@sakilacustomer.org,118,"2006-02-14 22:04:36","2006-02-15 04:57:20"
115,WENDY,HARRISON,WENDY.HARRISON@sakilacustomer.org,119,"2006-02-14 22:04:36","2006-02-15 04:57:20"
116,VICTORIA,GIBSON,VICTORIA.GIBSON@sakilacustomer.org,120,"2006-02-14 22:04:36","2006-02-15 04:57:20"
117,EDITH,MCDONALD,EDITH.MCDONALD@sakilacustomer.org,121,"2006-02-14 22:04:36","2006-02-15 04:57:20"
118,KIM,CRUZ,KIM.CRUZ@sakilacustomer.org,122,"2006-02-14 22:04:36","2006-02-15 04:57:20"
119,SHERRY,MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,123,"2006-02-14 22:04:36","2006-02-15 04:57:20"
120,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,124,"2006-02-14 22:04:36","2006-02-15 04:57:20"
121,JOSEPHINE,GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,125,"2006-02-14 22:04:36","2006-02-15 04:57:20"
122,THELMA,MURRAY,THELMA.MURRAY@sakilacustomer.org,126,"2006-02-14 22:04:36","2006-02-15 04:57:20"
123,SHANNON,FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,127,"2006-02-14 22:04:36","2006-02-15 04:57:20"
124,SHEILA,WELLS,SHEILA.WELLS@sakilacustomer.org,128,"2006-02-14 22:04:36","2006-02-15 04:57:20"
125,ETHEL,WEBB,ETHEL.WEBB@sakilacustomer.org,129,"2006-02-14 22:04:36","2006-02-15 04:57:20"
126,ELLEN,SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,130,"2006-02-14 22:04:36","2006-02-15 04:57:20"
127,ELAINE,STEVENS,ELAINE.STEVENS@sakilacustomer.org,131,"2006-02-14 22:04:36","2006-02-15 04:57:20"
128,MARJORIE,TUCKER,MARJORIE.TUCKER@sakilacustomer.org,132,"2006-02-14 22:04:36","2006-02-15 04:57:20"
129,CARRIE,PORTER,CARRIE.PORTER@sakilacustomer.org,133,"2006-02-14 22:04:36","2006-02-15 04:57:20"
130,CHARLOTTE,HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,134,"2006-02-14 22:04:36","2006-02-15 04:57:20"
131,MONICA,HICKS,MONICA.HICKS@sakilacustomer.org,135,"2006-02-14 22:04:36","2006-02-15 04:57:20"
132,ESTHER,CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,136,"2006-02-14 22:04:36","2006-02-15 04:57:20"
133,PAULINE,HENRY,PAULINE.HENRY@sakilacustomer.org,137,"2006-02-14 22:04:36","2006-02-15 04:57:20"
134,EMMA,BOYD,EMMA.BOYD@sakilacustomer.org,138,"2006-02-14 22:04:36","2006-02-15 04:57:20"
135,JUANITA,MASON,JUANITA.MASON@sakilacustomer.org,139,"2006-02-14 22:04:36","2006-02-15 04:57:20"
136,ANITA,MORALES,ANITA.MORALES@sakilacustomer.org,140,"2006-02-14 22:04:36","2006-02-15 04:57:20"
137,RHONDA,KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,141,"2006-02-14 22:04:36","2006-02-15 04:57:20"
138,HAZEL,WARREN,HAZEL.WARREN@sakilacustomer.org,142,"2006-02-14 22:04:36","2006-02-15 04:57:20"
139,AMBER,DIXON,AMBER.DIXON@sakilacustomer.org,143,"2006-02-14 22:04:36","2006-02-15 04:57:20"
140,EVA,RAMOS,EVA.RAMOS@sakilacustomer.org,144,"2006-02-14 22:04:36","2006-02-15 04:57:20"
141,DEBBIE,REYES,DEBBIE.REYES@sakilacustomer.org,145,"2006-02-14 22:04:36","2006-02-15 04:57:20"
142,APRIL,BURNS,APRIL.BURNS@sakilacustomer.org,146,"2006-02-14 22:04:36","2006-02-15 04:57:20"
143,LESLIE,GORDON,LESLIE.GORDON@sakilacustomer.org,147,"2006-02-14 22:04:36","2006-02-15 04:57:20"
144,CLARA,SHAW,CLARA.SHAW@sakilacustomer.org,148,"2006-02-14 22:04:36","2006-02-15 04:57:20"
145,LUCILLE,HOLMES,LUCILLE.HOLMES@sakilacustomer.org,149,"2006-02-14 22:04:36","2006-02-15 04:57:20"
146,JAMIE,RICE,JAMIE.RICE@sakilacustomer.org,150,"2006-02-14 22:04:36","2006-02-15 04:57:20"
147,JOANNE,ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,151,"2006-02-14 22:04:36","2006-02-15 04:57:20"
148,ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,152,"2006-02-14 22:04:36","2006-02-15 04:57:20"
149,VALERIE,BLACK,VALERIE.BLACK@sakilacustomer.org,153,"2006-02-14 22:04:36","2006-02-15 04:57:20"
150,DANIELLE,DANIELS,DANIELLE.DANIELS@sakilacustomer.org,154,"2006-02-14 22:04:36","2006-02-15 04:57:20"
151,MEGAN,PALMER,MEGAN.PALMER@sakilacustomer.org,155,"2006-02-14 22:04:36","2006-02-15 04:57:20"
152,ALICIA,MILLS,ALICIA.MILLS@sakilacustomer.org,156,"2006-02-14 22:04:36","2006-02-15 04:57:20"
153,SUZANNE,NICHOLS,SUZANNE.NICHOLS@sakilacustomer.org,157,"2006-02-14 22:04:36","2006-02-15 04:57:20"
154,MICHELE,GRANT,MICHELE.GRANT@sakilacustomer.org,158,"2006-02-14 22:04:36","2006-02-15 04:57:20"
155,GAIL,KNIGHT,GAIL.KNIGHT@sakilacustomer.org,159,"2006-02-14 22:04:36","2006-02-15 04:57:20"
156,BERTHA,FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,160,"2006-02-14 22:04:36","2006-02-15 04:57:20"
157,DARLENE,ROSE,DARLENE.ROSE@sakilacustomer.org,161,"2006-02-14 22:04:36","2006-02-15 04:57:20"
158,VERONICA,STONE,VERONICA.STONE@sakilacustomer.org,162,"2006-02-14 22:04:36","2006-02-15 04:57:20"
159,JILL,HAWKINS,JILL.HAWKINS@sakilacustomer.org,163,"2006-02-14 22:04:36","2006-02-15 04:57:20"
160,ERIN,DUNN,ERIN.DUNN@sakilacustomer.org,164,"2006-02-14 22:04:36","2006-02-15 04:57:20"
161,GERALDINE,PERKINS,GERALDINE.PERKINS@sakilacustomer.org,165,"2006-02-14 22:04:36","2006-02-15 04:57:20"
162,LAUREN,HUDSON,LAUREN.HUDSON@sakilacustomer.org,166,"2006-02-14 22:04:36","2006-02-15 04:57:20"
163,CATHY,SPENCER,CATHY.SPENCER@sakilacustomer.org,167,"2006-02-14 22:04:36","2006-02-15 04:57:20"
164,JOANN,GARDNER,JOANN.GARDNER@sakilacustomer.org,168,"2006-02-14 22:04:36","2006-02-15 04:57:20"
165,LORRAINE,STEPHENS,LORRAINE.STEPHENS@sakilacustomer.org,169,"2006-02-14 22:04:36","2006-02-15 04:57:20"
166,LYNN,PAYNE,LYNN.PAYNE@sakilacustomer.org,170,"2006-02-14 22:04:36","2006-02-15 04:57:20"
167,SALLY,PIERCE,SALLY.PIERCE@sakilacustomer.org,171,"2006-02-14 22:04:36","2006-02-15 04:57:20"
168,REGINA,BERRY,REGINA.BERRY@sakilacustomer.org,172,"2006-02-14 22:04:36","2006-02-15 04:57:20"
169,ERICA,MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,173,"2006-02-14 22:04:36","2006-02-15 04:57:20"
170,BEATRICE,ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,174,"2006-02-14 22:04:36","2006-02-15 04:57:20"
171,DOLORES,WAGNER,DOLORES.WAGNER@sakilacustomer.org,175,"2006-02-14 22:04:36","2006-02-15 04:57:20"
172,BERNICE,WILLIS,BERNICE.WILLIS@sakilacustomer.org,176,"2006-02-14 22:04:36","2006-02-15 04:57:20"
173,AUDREY,RAY,AUDREY.RAY@sakilacustomer.org,177,"2006-02-14 22:04:36","2006-02-15 04:57:20"
174,YVONNE,WATKINS,YVONNE.WATKINS@sakilacustomer.org,178,"2006-02-14 22:04:36","2006-02-15 04:57:20"
175,ANNETTE,OLSON,ANNETTE.OLSON@sakilacustomer.org,179,"2006-02-14 22:04:36","2006-02-15 04:57:20"
176,JUNE,CARROLL,JUNE.CARROLL@sakilacustomer.org,180,"2006-02-14 22:04:36","2006-02-15 04:57:20"
177,SAMANTHA,DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,181,"2006-02-14 22:04:36","2006-02-15 04:57:20"
178,MARION,SNYDER,MARION.SNYDER@sakilacustomer.org,182,"2006-02-14 22:04:36","2006-02-15 04:57:20"
179,DANA,HART,DANA.HART@sakilacustomer.org,183,"2006-02-14 22:04:36","2006-02-15 04:57:20"
180,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,184,"2006-02-14 22:04:36","2006-02-15 04:57:20"
181,ANA,BRADLEY,ANA.BRADLEY@sakilacustomer.org,185,"2006-02-14 22:04:36","2006-02-15 04:57:20"
182,RENEE,LANE,RENEE.LANE@sakilacustomer.org,186,"2006-02-14 22:04:36","2006-02-15 04:57:20"
183,IDA,ANDREWS,IDA.ANDREWS@sakilacustomer.org,187,"2006-02-14 22:04:36","2006-02-15 04:57:20"
184,VIVIAN,RUIZ,VIVIAN.RUIZ@sakilacustomer.org,188,"2006-02-14 22:04:36","2006-02-15 04:57:20"
185,ROBERTA,HARPER,ROBERTA.HARPER@sakilacustomer.org,189,"2006-02-14 22:04:36","2006-02-15 04:57:20"
186,HOLLY,FOX,HOLLY.FOX@sakilacustomer.org,190,"2006-02-14 22:04:36","2006-02-15 04:57:20"
187,BRITTANY,RILEY,BRITTANY.RILEY@sakilacustomer.org,191,"2006-02-14 22:04:36","2006-02-15 04:57:20"
188,MELANIE,ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,192,"2006-02-14 22:04:36","2006-02-15 04:57:20"
189,LORETTA,CARPENTER,LORETTA.CARPENTER@sakilacustomer.org,193,"2006-02-14 22:04:36","2006-02-15 04:57:20"
190,YOLANDA,WEAVER,YOLANDA.WEAVER@sakilacustomer.org,194,"2006-02-14 22:04:36","2006-02-15 04:57:20"
191,JEANETTE,GREENE,JEANETTE.GREENE@sakilacustomer.org,195,"2006-02-14 22:04:36","2006-02-15 04:57:20"
192,LAURIE,LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,196,"2006-02-14 22:04:36","2006-02-15 04:57:20"
193,KATIE,ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,197,"2006-02-14 22:04:36","2006-02-15 04:57:20"
194,KRISTEN,CHAVEZ,KRISTEN.CHAVEZ@sakilacustomer.org,198,"2006-02-14 22:04:36","2006-02-15 04:57:20"
195,VANESSA,SIMS,VANESSA.SIMS@sakilacustomer.org,199,"2006-02-14 22:04:36","2006-02-15 04:57:20"
196,ALMA,AUSTIN,ALMA.AUSTIN@sakilacustomer.org,200,"2006-02-14 22:04:36","2006-02-15 04:57:20"
197,SUE,PETERS,SUE.PETERS@sakilacustomer.org,201,"2006-02-14 22:04:36","2006-02-15 04:57:20"
198,ELSIE,KELLEY,ELSIE.KELLEY@sakilacustomer.org,202,"2006-02-14 22:04:36","2006-02-15 04:57:20"
199,BETH,FRANKLIN,BETH.FRANKLIN@sakilacustomer.org,203,"2006-02-14 22:04:36","2006-02-15 04:57:20"
200,JEANNE,LAWSON,JEANNE.LAWSON@sakilacustomer.org,204,"2006-02-14 22:04:36","2006-02-15 04:57:20"
201,VICKI,FIELDS,VICKI.FIELDS@sakilacustomer.org,205,"2006-02-14 22:04:36","2006-02-15 04:57:20"
202,CARLA,GUTIERREZ,CARLA.GUTIERREZ@sakilacustomer.org,206,"2006-02-14 22:04:36","2006-02-15 04:57:20"
203,TARA,RYAN,TARA.RYAN@sakilacustomer.org,207,"2006-02-14 22:04:36","2006-02-15 04:57:20"
204,ROSEMARY,SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,208,"2006-02-14 22:04:36","2006-02-15 04:57:20"
205,EILEEN,CARR,EILEEN.CARR@sakilacustomer.org,209,"2006-02-14 22:04:36","2006-02-15 04:57:20"
206,TERRI,VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,210,"2006-02-14 22:04:36","2006-02-15 04:57:20"
207,GERTRUDE,CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,211,"2006-02-14 22:04:36","2006-02-15 04:57:20"
208,LUCY,WHEELER,LUCY.WHEELER@sakilacustomer.org,212,"2006-02-14 22:04:36","2006-02-15 04:57:20"
209,TONYA,CHAPMAN,TONYA.CHAPMAN@sakilacustomer.org,213,"2006-02-14 22:04:36","2006-02-15 04:57:20"
210,ELLA,OLIVER,ELLA.OLIVER@sakilacustomer.org,214,"2006-02-14 22:04:36","2006-02-15 04:57:20"
211,STACEY,MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,215,"2006-02-14 22:04:36","2006-02-15 04:57:20"
212,WILMA,RICHARDS,WILMA.RICHARDS@sakilacustomer.org,216,"2006-02-14 22:04:36","2006-02-15 04:57:20"
